time,ecg
0.000000,-0.157815
0.003908,-0.159294
0.007816,-0.154489
0.011723,-0.143422
0.015631,-0.132180
0.019539,-0.124454
0.023447,-0.110263
0.027354,-0.061931
0.031262,0.054712
0.035170,0.255386
0.039078,0.511799
0.042986,0.744222
0.046893,0.844418
0.050801,0.724012
0.054709,0.365306
0.058617,-0.155100
0.062524,-0.688065
0.066432,-1.072548
0.070340,-1.205228
0.074248,-1.082358
0.078156,-0.792172
0.082063,-0.464388
0.085971,-0.206997
0.089879,-0.064903
0.093787,-0.018509
0.097694,-0.015036
0.101602,-0.007948
0.105510,0.019792
0.109418,0.057718
0.113326,0.086506
0.117233,0.096298
0.121141,0.092469
0.125049,0.088315
0.128957,0.093454
0.132864,0.107631
0.136772,0.123334
0.140680,0.133303
0.144588,0.136159
0.148496,0.136290
0.152403,0.139366
0.156311,0.147921
0.160219,0.160398
0.164127,0.173557
0.168034,0.185569
0.171942,0.197182
0.175850,0.210457
0.179758,0.226634
0.183665,0.245053
0.187573,0.263876
0.191481,0.281772
0.195389,0.299037
0.199297,0.317289
0.203204,0.338134
0.207112,0.361963
0.211020,0.387797
0.214928,0.414100
0.218835,0.439746
0.222743,0.464404
0.226651,0.488173
0.230559,0.510893
0.234467,0.531740
0.238374,0.549410
0.242282,0.562720
0.246190,0.571116
0.250098,0.574695
0.254005,0.573828
0.257913,0.568773
0.261821,0.559549
0.265729,0.546011
0.269637,0.527884
0.273544,0.504668
0.277452,0.475553
0.281360,0.439612
0.285268,0.396325
0.289175,0.346153
0.293083,0.290700
0.296991,0.232298
0.300899,0.173253
0.304807,0.115246
0.308714,0.059229
0.312622,0.005774
0.316530,-0.044491
0.320438,-0.090721
0.324345,-0.132057
0.328253,-0.167951
0.332161,-0.198340
0.336069,-0.223528
0.339977,-0.243946
0.343884,-0.259999
0.347792,-0.272123
0.351700,-0.280950
0.355608,-0.287383
0.359515,-0.292474
0.363423,-0.297098
0.367331,-0.301564
0.371239,-0.305375
0.375147,-0.307362
0.379054,-0.306258
0.382962,-0.301463
0.386870,-0.293570
0.390778,-0.284266
0.394685,-0.275624
0.398593,-0.269155
0.402501,-0.265140
0.406409,-0.262583
0.410317,-0.259790
0.414224,-0.255237
0.418132,-0.248252
0.422040,-0.239176
0.425948,-0.229042
0.429855,-0.219086
0.433763,-0.210325
0.437671,-0.203312
0.441579,-0.198052
0.445487,-0.194092
0.449394,-0.190815
0.453302,-0.187813
0.457210,-0.185110
0.461118,-0.183019
0.465025,-0.181720
0.468933,-0.180883
0.472841,-0.179693
0.476749,-0.177330
0.480657,-0.173598
0.484564,-0.169237
0.488472,-0.165632
0.492380,-0.164060
0.496288,-0.164935
0.500195,-0.167562
0.504103,-0.170588
0.508011,-0.172834
0.511919,-0.173961
0.515826,-0.174538
0.519734,-0.175508
0.523642,-0.177453
0.527550,-0.180180
0.531458,-0.182849
0.535365,-0.184511
0.539273,-0.184669
0.543181,-0.183516
0.547089,-0.181754
0.550996,-0.180106
0.554904,-0.178836
0.558812,-0.177618
0.562720,-0.175882
0.566628,-0.173353
0.570535,-0.170305
0.574443,-0.167209
0.578351,-0.164052
0.582259,-0.159961
0.586166,-0.153648
0.590074,-0.144472
0.593982,-0.133281
0.597890,-0.122202
0.601798,-0.113328
0.605705,-0.107124
0.609613,-0.101756
0.613521,-0.094001
0.617429,-0.081275
0.621336,-0.063471
0.625244,-0.043349
0.629152,-0.025238
0.633060,-0.012942
0.636968,-0.008172
0.640875,-0.010307
0.644783,-0.017395
0.648691,-0.027572
0.652599,-0.039934
0.656506,-0.054373
0.660414,-0.070671
0.664322,-0.087692
0.668230,-0.103412
0.672138,-0.115806
0.676045,-0.123978
0.679953,-0.128719
0.683861,-0.131996
0.687769,-0.135633
0.691676,-0.140000
0.695584,-0.143715
0.699492,-0.144756
0.703400,-0.142342
0.707308,-0.138099
0.711215,-0.135265
0.715123,-0.136109
0.719031,-0.139495
0.722939,-0.141044
0.726846,-0.136609
0.730754,-0.126632
0.734662,-0.116892
0.738570,-0.112682
0.742478,-0.108619
0.746385,-0.081923
0.750293,0.001966
0.754201,0.168854
0.758109,0.409006
0.762016,0.661408
0.765924,0.824855
0.769832,0.798002
0.773740,0.531689
0.777648,0.065126
0.781555,-0.477769
0.785463,-0.935121
0.789371,-1.175469
0.793279,-1.152693
0.797186,-0.919107
0.801094,-0.591689
0.805002,-0.292336
0.808910,-0.095575
0.812818,-0.009410
0.816725,0.006913
0.820633,0.005714
0.824541,0.019288
0.828449,0.050136
0.832356,0.082253
0.836264,0.100079
0.840172,0.100603
0.844080,0.092705
0.847987,0.088104
0.851895,0.092785
0.855803,0.104873
0.859711,0.118615
0.863619,0.129749
0.867526,0.137946
0.871434,0.145460
0.875342,0.154321
0.879250,0.164857
0.883157,0.176375
0.887065,0.188697
0.890973,0.202732
0.894881,0.219574
0.898789,0.239190
0.902696,0.260097
0.906604,0.280378
0.910512,0.299079
0.914420,0.316802
0.918327,0.335151
0.922235,0.355690
0.926143,0.379209
0.930051,0.405614
0.933959,0.434165
0.937866,0.463757
0.941774,0.493081
0.945682,0.520759
0.949590,0.545566
0.953497,0.566691
0.957405,0.583860
0.961313,0.597122
0.965221,0.606427
0.969129,0.611348
0.973036,0.611266
0.976944,0.605892
0.980852,0.595641
0.984760,0.581429
0.988667,0.563932
0.992575,0.542823
0.996483,0.516607
1.000391,0.483272
1.004299,0.441453
1.008206,0.391407
1.012114,0.335178
1.016022,0.275842
1.019930,0.216293
1.023837,0.158322
1.027745,0.102519
1.031653,0.048894
1.035561,-0.002347
1.039469,-0.050460
1.043376,-0.094401
1.047284,-0.133341
1.051192,-0.167004
1.055100,-0.195599
1.059007,-0.219452
1.062915,-0.238699
1.066823,-0.253346
1.070731,-0.263694
1.074639,-0.270734
1.078546,-0.276018
1.082454,-0.280969
1.086362,-0.286031
1.090270,-0.290326
1.094177,-0.292131
1.098085,-0.289966
1.101993,-0.283642
1.105901,-0.274586
1.109809,-0.265177
1.113716,-0.257435
1.117624,-0.251897
1.121532,-0.247396
1.125440,-0.241884
1.129347,-0.233793
1.133255,-0.223038
1.137163,-0.211009
1.141071,-0.199597
1.144979,-0.189984
1.148886,-0.182094
1.152794,-0.175019
1.156702,-0.167961
1.160610,-0.160886
1.164517,-0.154441
1.168425,-0.149315
1.172333,-0.145679
1.176241,-0.143112
1.180148,-0.140968
1.184056,-0.138801
1.187964,-0.136529
1.191872,-0.134335
1.195780,-0.132456
1.199687,-0.131042
1.203595,-0.130135
1.207503,-0.129738
1.211411,-0.129886
1.215318,-0.130604
1.219226,-0.131788
1.223134,-0.133150
1.227042,-0.134330
1.230950,-0.135075
1.234857,-0.135294
1.238765,-0.134964
1.242673,-0.134023
1.246581,-0.132430
1.250488,-0.130327
1.254396,-0.128104
1.258304,-0.126213
1.262212,-0.124827
1.266120,-0.123633
1.270027,-0.122036
1.273935,-0.119724
1.277843,-0.117138
1.281751,-0.115300
1.285658,-0.114924
1.289566,-0.115453
1.293474,-0.114949
1.297382,-0.111188
1.301290,-0.103348
1.305197,-0.093046
1.309105,-0.083780
1.313013,-0.078868
1.316921,-0.079123
1.320828,-0.081855
1.324736,-0.082051
1.328644,-0.075193
1.332552,-0.060011
1.336460,-0.039485
1.340367,-0.019463
1.344275,-0.005768
1.348183,-0.001497
1.352091,-0.005991
