time,ecg
0.000000,-0.293759
0.003908,-0.311161
0.007816,-0.313937
0.011723,-0.299151
0.015631,-0.279082
0.019539,-0.273975
0.023447,-0.298754
0.027354,-0.352488
0.031262,-0.417555
0.035170,-0.468888
0.039078,-0.487303
0.042986,-0.468799
0.046893,-0.425017
0.050801,-0.375876
0.054709,-0.339593
0.058617,-0.325520
0.062524,-0.332307
0.066432,-0.350617
0.070340,-0.368108
0.074248,-0.374710
0.078156,-0.366816
0.082063,-0.348895
0.085971,-0.331040
0.089879,-0.322492
0.093787,-0.324397
0.097694,-0.327196
0.101602,-0.316189
0.105510,-0.282930
0.109418,-0.234415
0.113326,-0.191895
0.117233,-0.178020
0.121141,-0.200428
0.125049,-0.244093
0.128957,-0.279596
0.132864,-0.282858
0.136772,-0.252456
0.140680,-0.211236
0.144588,-0.190036
0.148496,-0.204995
0.152403,-0.245472
0.156311,-0.282093
0.160219,-0.289251
0.164127,-0.265098
0.168034,-0.233710
0.171942,-0.227514
0.175850,-0.263107
0.179758,-0.328558
0.183665,-0.391495
0.187573,-0.421580
0.191481,-0.410499
0.195389,-0.375170
0.199297,-0.342979
0.203204,-0.331058
0.207112,-0.335146
0.211020,-0.335389
0.214928,-0.313516
0.218835,-0.267868
0.222743,-0.215250
0.226651,-0.178929
0.230559,-0.172289
0.234467,-0.190299
0.238374,-0.214567
0.242282,-0.227622
0.246190,-0.225599
0.250098,-0.220242
0.254005,-0.229198
0.257913,-0.261993
0.261821,-0.311870
0.265729,-0.359180
0.269637,-0.383708
0.273544,-0.377231
0.277452,-0.347797
0.281360,-0.313375
0.285268,-0.289988
0.289175,-0.282794
0.293083,-0.285588
0.296991,-0.287613
0.300899,-0.281502
0.304807,-0.266630
0.308714,-0.247091
0.312622,-0.228307
0.316530,-0.216493
0.320438,-0.220460
0.324345,-0.250304
0.328253,-0.308118
0.332161,-0.373320
0.336069,-0.394103
0.339977,-0.298261
0.343884,-0.026687
0.347792,0.424066
0.351700,0.975941
0.355608,1.482412
0.359515,1.782375
0.363423,1.771261
0.367331,1.451809
0.371239,0.935289
0.375147,0.390953
0.379054,-0.029368
0.382962,-0.251615
0.386870,-0.295617
0.390778,-0.244526
0.394685,-0.190479
0.398593,-0.188588
0.402501,-0.241042
0.406409,-0.312551
0.410317,-0.361234
0.414224,-0.364628
0.418132,-0.328283
0.422040,-0.277119
0.425948,-0.238821
0.429855,-0.229965
0.433763,-0.250879
0.437671,-0.289017
0.441579,-0.326790
0.445487,-0.349204
0.449394,-0.348336
0.453302,-0.323961
0.457210,-0.281487
0.461118,-0.229254
0.465025,-0.176695
0.468933,-0.133404
0.472841,-0.107794
0.476749,-0.104246
0.480657,-0.119534
0.484564,-0.141293
0.488472,-0.151411
0.492380,-0.134355
0.496288,-0.086451
0.500195,-0.020050
0.504103,0.041280
0.508011,0.074791
0.511919,0.070980
0.515826,0.038782
0.519734,0.000357
0.523642,-0.021142
0.527550,-0.013230
0.531458,0.021387
0.535365,0.068804
0.539273,0.112444
0.543181,0.140279
0.547089,0.147434
0.550996,0.134898
0.554904,0.107180
0.558812,0.070759
0.562720,0.032865
0.566628,-0.000640
0.570535,-0.028035
0.574443,-0.052923
0.578351,-0.081702
0.582259,-0.118005
0.586166,-0.158102
0.590074,-0.191605
0.593982,-0.208167
0.597890,-0.205743
0.601798,-0.193861
0.605705,-0.188509
0.609613,-0.201636
0.613521,-0.232768
0.617429,-0.269057
0.621336,-0.293950
0.625244,-0.298308
0.629152,-0.286089
0.633060,-0.270876
0.636968,-0.266129
0.640875,-0.276331
0.644783,-0.294979
0.648691,-0.310197
0.652599,-0.313332
0.656506,-0.304355
0.660414,-0.290773
0.664322,-0.281607
0.668230,-0.281150
0.672138,-0.286675
0.676045,-0.291078
0.679953,-0.288128
0.683861,-0.276665
0.687769,-0.261256
0.691676,-0.249168
0.695584,-0.245695
0.699492,-0.250672
0.703400,-0.258264
0.707308,-0.260274
0.711215,-0.251187
0.715123,-0.232054
0.719031,-0.210793
0.722939,-0.198369
0.726846,-0.202752
0.730754,-0.224044
0.734662,-0.253875
0.738570,-0.279748
0.742478,-0.291916
0.746385,-0.288511
0.750293,-0.275624
0.754201,-0.262468
0.758109,-0.255154
0.762016,-0.253483
0.765924,-0.252694
0.769832,-0.248299
0.773740,-0.239860
0.777648,-0.230704
0.781555,-0.223954
0.785463,-0.218378
0.789371,-0.207821
0.793279,-0.185243
0.797186,-0.148676
0.801094,-0.104545
0.805002,-0.065393
0.808910,-0.042965
0.812818,-0.041009
0.816725,-0.052509
0.820633,-0.063127
0.824541,-0.058687
0.828449,-0.032232
0.832356,0.013107
0.836264,0.066352
0.840172,0.114036
0.844080,0.145518
0.847987,0.155862
0.851895,0.145728
0.855803,0.119251
0.859711,0.081474
0.863619,0.036607
0.867526,-0.012381
0.871434,-0.063044
0.875342,-0.112375
0.879250,-0.156263
0.883157,-0.190131
0.887065,-0.210687
0.890973,-0.217799
0.894881,-0.215131
0.898789,-0.208834
0.902696,-0.204859
0.906604,-0.206495
0.910512,-0.213515
0.914420,-0.223025
0.918327,-0.230915
0.922235,-0.233023
0.926143,-0.226367
0.930051,-0.211525
0.933959,-0.195798
0.937866,-0.193983
0.941774,-0.222351
0.945682,-0.284702
0.949590,-0.356534
0.953497,-0.379507
0.957405,-0.277133
0.961313,0.008478
0.965221,0.474651
0.969129,1.036301
0.973036,1.543752
0.976944,1.839090
0.980852,1.825836
0.984760,1.515122
0.988667,1.021811
0.992575,0.511268
0.996483,0.125332
1.000391,-0.073091
1.004299,-0.110114
1.008206,-0.066560
1.012114,-0.024672
1.016022,-0.027858
1.019930,-0.072260
1.023837,-0.126767
1.027745,-0.162240
1.031653,-0.169907
1.035561,-0.160675
1.039469,-0.151461
1.043376,-0.151545
1.047284,-0.158601
1.051192,-0.164773
1.055100,-0.165755
1.059007,-0.165023
1.062915,-0.170493
1.066823,-0.187084
1.070731,-0.211374
1.074639,-0.232416
1.078546,-0.238094
1.082454,-0.222719
1.086362,-0.190927
1.090270,-0.155359
1.094177,-0.129304
1.098085,-0.118552
1.101993,-0.117457
1.105901,-0.112050
1.109809,-0.088888
1.113716,-0.044409
1.117624,0.011354
1.121532,0.059691
1.125440,0.084184
1.129347,0.080829
1.133255,0.060566
1.137163,0.042388
1.141071,0.041598
1.144979,0.061089
1.148886,0.091166
1.152794,0.117261
1.156702,0.129489
1.160610,0.127395
1.164517,0.117488
1.168425,0.106695
1.172333,0.097374
1.176241,0.087319
1.180148,0.073601
1.184056,0.056060
1.187964,0.037176
1.191872,0.018861
1.195780,-0.000250
1.199687,-0.023812
1.203595,-0.053522
1.207503,-0.085462
1.211411,-0.111109
1.215318,-0.123392
1.219226,-0.123656
1.223134,-0.123702
1.227042,-0.139987
1.230950,-0.182827
1.234857,-0.247689
1.238765,-0.315135
1.242673,-0.360637
1.246581,-0.368891
1.250488,-0.343780
1.254396,-0.307292
1.258304,-0.287339
1.262212,-0.301415
1.266120,-0.346009
1.270027,-0.398382
1.273935,-0.429764
1.277843,-0.421860
1.281751,-0.376624
1.285658,-0.313645
1.289566,-0.257523
1.293474,-0.223714
1.297382,-0.211719
1.301290,-0.208951
1.305197,-0.201425
1.309105,-0.183443
1.313013,-0.160245
1.316921,-0.143015
1.320828,-0.140713
1.324736,-0.154434
1.328644,-0.177330
1.332552,-0.198915
1.336460,-0.210073
1.340367,-0.205695
1.344275,-0.184562
1.348183,-0.148387
1.352091,-0.101865
1.355998,-0.053555
1.359906,-0.015496
1.363814,0.000293
1.367722,-0.012256
1.371630,-0.048370
1.375537,-0.092577
1.379445,-0.125190
1.383353,-0.132109
1.387261,-0.112223
1.391168,-0.077621
1.395076,-0.046244
1.398984,-0.031374
1.402892,-0.034474
1.406800,-0.045760
1.410707,-0.051885
1.414615,-0.045420
1.418523,-0.029659
1.422431,-0.015532
1.426338,-0.012944
1.430246,-0.022835
