time,ecg
0.000000,-0.339256
0.003908,-0.374609
0.007816,-0.406356
0.011723,-0.429369
0.015631,-0.438428
0.019539,-0.431999
0.023447,-0.414609
0.027354,-0.394852
0.031262,-0.380016
0.035170,-0.371575
0.039078,-0.365281
0.042986,-0.355697
0.046893,-0.341379
0.050801,-0.326407
0.054709,-0.317093
0.058617,-0.316556
0.062524,-0.321486
0.066432,-0.323569
0.070340,-0.314510
0.074248,-0.291137
0.078156,-0.257306
0.082063,-0.221709
0.085971,-0.193298
0.089879,-0.177175
0.093787,-0.173096
0.097694,-0.176904
0.101602,-0.183629
0.105510,-0.190372
0.109418,-0.197540
0.113326,-0.207965
0.117233,-0.224487
0.121141,-0.247380
0.125049,-0.273188
0.128957,-0.295907
0.132864,-0.310066
0.136772,-0.313886
0.140680,-0.310340
0.144588,-0.305226
0.148496,-0.303470
0.152403,-0.306303
0.156311,-0.311357
0.160219,-0.315317
0.164127,-0.316573
0.168034,-0.315312
0.171942,-0.311121
0.175850,-0.301254
0.179758,-0.283078
0.183665,-0.260542
0.187573,-0.249098
0.191481,-0.271442
0.195389,-0.341239
0.199297,-0.442048
0.203204,-0.516751
0.207112,-0.481313
0.211020,-0.263673
0.214928,0.149393
0.218835,0.685156
0.222743,1.199231
0.226651,1.531113
0.230559,1.575471
0.234467,1.331402
0.238374,0.901854
0.242282,0.442984
0.246190,0.091527
0.250098,-0.090410
0.254005,-0.126072
0.257913,-0.090836
0.261821,-0.060257
0.265729,-0.071429
0.269637,-0.116409
0.273544,-0.163769
0.277452,-0.188072
0.281360,-0.186561
0.285268,-0.175294
0.289175,-0.172447
0.293083,-0.183630
0.296991,-0.199481
0.300899,-0.205061
0.304807,-0.192114
0.308714,-0.164792
0.312622,-0.135639
0.316530,-0.116069
0.320438,-0.108797
0.324345,-0.107202
0.328253,-0.101107
0.332161,-0.084175
0.336069,-0.057795
0.339977,-0.029397
0.343884,-0.007071
0.347792,0.005524
0.351700,0.010749
0.355608,0.014608
0.359515,0.022608
0.363423,0.036794
0.367331,0.055535
0.371239,0.075494
0.375147,0.094003
0.379054,0.110239
0.382962,0.124835
0.386870,0.138615
0.390778,0.151528
0.394685,0.162471
0.398593,0.169911
0.402501,0.172726
0.406409,0.170660
0.410317,0.164230
0.414224,0.154375
0.418132,0.142211
0.422040,0.128970
0.425948,0.115806
0.429855,0.103292
0.433763,0.090903
0.437671,0.077170
0.441579,0.060796
0.445487,0.042136
0.449394,0.023791
0.453302,0.009493
0.457210,0.001684
